ngay,gio,vung,mat_hang,don_vi,gia_moi,gia_cu,thay_doi,nguon,url
13/08/2012,17:00,Vùng 2,Mazút No3(380),Đồng/kg,18920,18410.0,+510,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-17-gio-ngay-13-8-2012.html
13/08/2012,17:00,Vùng 2,Xăng RON 92,Đồng/lít,23460,22330.0,+1.130,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-17-gio-ngay-13-8-2012.html
13/08/2012,17:00,Vùng 2,Xăng RON 95,Đồng/lít,23970,22840.0,+1.130,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-17-gio-ngay-13-8-2012.html
13/08/2012,17:00,Vùng 2,"Điêzen 0,05S",Đồng/lít,21980,21210.0,+770,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-17-gio-ngay-13-8-2012.html
13/08/2012,17:00,Vùng 2,"Điêzen 0,25S",Đồng/lít,21930,21160.0,+770,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-17-gio-ngay-13-8-2012.html
28/08/2012,18:30,Vùng 1,Dầu hỏa,Đồng/lít,21900,21450.0,+450,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/thong-cao-bao-chi-tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-18-gio-30-ngay-28-8-2012.html
28/08/2012,18:30,Vùng 1,"Mazút No2B (3,0S)",Đồng/kg,18950,18950.0,+0,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/thong-cao-bao-chi-tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-18-gio-30-ngay-28-8-2012.html
28/08/2012,18:30,Vùng 1,"Mazút No2B (3,5S)",Đồng/kg,18650,18650.0,+0,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/thong-cao-bao-chi-tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-18-gio-30-ngay-28-8-2012.html
28/08/2012,18:30,Vùng 1,Xăng RON 92,Đồng/lít,23650,23000.0,+650,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/thong-cao-bao-chi-tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-18-gio-30-ngay-28-8-2012.html
28/08/2012,18:30,Vùng 1,Xăng RON 95,Đồng/lít,24150,23500.0,+650,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/thong-cao-bao-chi-tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-18-gio-30-ngay-28-8-2012.html
28/08/2012,18:30,Vùng 1,"Điêzen 0,05S",Đồng/lít,21850,21550.0,+300,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/thong-cao-bao-chi-tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-18-gio-30-ngay-28-8-2012.html
28/08/2012,18:30,Vùng 1,"Điêzen 0,25S",Đồng/lít,21800,21500.0,+300,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/thong-cao-bao-chi-tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-18-gio-30-ngay-28-8-2012.html
28/08/2012,18:30,Vùng 2,Dầu hỏa,Đồng/lít,22330,21870.0,+460,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/thong-cao-bao-chi-tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-18-gio-30-ngay-28-8-2012.html
28/08/2012,18:30,Vùng 2,"Mazút No2B (3,0S)",Đồng/kg,19320,19320.0,+0,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/thong-cao-bao-chi-tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-18-gio-30-ngay-28-8-2012.html
28/08/2012,18:30,Vùng 2,"Mazút No2B (3,5S)",Đồng/kg,19020,19020.0,+0,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/thong-cao-bao-chi-tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-18-gio-30-ngay-28-8-2012.html
28/08/2012,18:30,Vùng 2,Mazút No3 (380),Đồng/kg,18920,18920.0,+0,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/thong-cao-bao-chi-tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-18-gio-30-ngay-28-8-2012.html
28/08/2012,18:30,Vùng 2,Xăng RON 92,Đồng/lít,24120,23460.0,+660,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/thong-cao-bao-chi-tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-18-gio-30-ngay-28-8-2012.html
28/08/2012,18:30,Vùng 2,Xăng RON 95,Đồng/lít,24630,23970.0,+660,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/thong-cao-bao-chi-tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-18-gio-30-ngay-28-8-2012.html
28/08/2012,18:30,Vùng 2,"Điêzen 0,05S",Đồng/lít,22280,21980.0,+300,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/thong-cao-bao-chi-tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-18-gio-30-ngay-28-8-2012.html
28/08/2012,18:30,Vùng 2,"Điêzen 0,25S",Đồng/lít,22230,21930.0,+300,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/thong-cao-bao-chi-tap-doan-xang-dau-viet-nam-dieu-chinh-tang-gia-xang-dau-tu-18-gio-30-ngay-28-8-2012.html
11/11/2012,18:00,Vùng 1,Dầu hỏa,Đồng/lít,21900,21900.0,+0,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-giam-gia-xang-dau-tu-18-gio-ngay-11-11-2012.html
11/11/2012,18:00,Vùng 1,"Mazút No2B (3,0S)",Đồng/kg,18450,18950.0,-500,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-giam-gia-xang-dau-tu-18-gio-ngay-11-11-2012.html
11/11/2012,18:00,Vùng 1,"Mazút No2B (3,5S)",Đồng/kg,18150,18650.0,-500,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-giam-gia-xang-dau-tu-18-gio-ngay-11-11-2012.html
11/11/2012,18:00,Vùng 1,Mazút No3 (380),Đồng/kg,18050,18550.0,-500,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-giam-gia-xang-dau-tu-18-gio-ngay-11-11-2012.html
11/11/2012,18:00,Vùng 1,Xăng RON 92,Đồng/lít,23150,23650.0,-500,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-giam-gia-xang-dau-tu-18-gio-ngay-11-11-2012.html
11/11/2012,18:00,Vùng 1,Xăng RON 95,Đồng/lít,23650,24150.0,-500,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-giam-gia-xang-dau-tu-18-gio-ngay-11-11-2012.html
11/11/2012,18:00,Vùng 1,"Điêzen 0,05S",Đồng/lít,21850,21850.0,+0,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-giam-gia-xang-dau-tu-18-gio-ngay-11-11-2012.html
11/11/2012,18:00,Vùng 1,"Điêzen 0,25S",Đồng/lít,21800,21800.0,+0,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-giam-gia-xang-dau-tu-18-gio-ngay-11-11-2012.html
11/11/2012,18:00,Vùng 2,Dầu hỏa,Đồng/lít,22330,22330.0,+0,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-giam-gia-xang-dau-tu-18-gio-ngay-11-11-2012.html
11/11/2012,18:00,Vùng 2,"Mazút No2B (3,0S)",Đồng/kg,18810,19320.0,-510,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-giam-gia-xang-dau-tu-18-gio-ngay-11-11-2012.html
11/11/2012,18:00,Vùng 2,"Mazút No2B (3,5S)",Đồng/kg,18510,19020.0,-510,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-giam-gia-xang-dau-tu-18-gio-ngay-11-11-2012.html
11/11/2012,18:00,Vùng 2,Mazút No3 (380),Đồng/kg,18410,18920.0,-510,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-giam-gia-xang-dau-tu-18-gio-ngay-11-11-2012.html
11/11/2012,18:00,Vùng 2,Xăng RON 92,Đồng/lít,23610,24120.0,-510,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-giam-gia-xang-dau-tu-18-gio-ngay-11-11-2012.html
11/11/2012,18:00,Vùng 2,Xăng RON 95,Đồng/lít,24120,24630.0,-510,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-giam-gia-xang-dau-tu-18-gio-ngay-11-11-2012.html
11/11/2012,18:00,Vùng 2,"Điêzen 0,05S",Đồng/lít,22280,22280.0,+0,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-giam-gia-xang-dau-tu-18-gio-ngay-11-11-2012.html
11/11/2012,18:00,Vùng 2,"Điêzen 0,25S",Đồng/lít,22230,22230.0,+0,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-dieu-chinh-giam-gia-xang-dau-tu-18-gio-ngay-11-11-2012.html
28/12/2012,18:00,Vùng 1,Dầu hỏa,Đồng/lít,21600,21900.0,-300,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-giam-gia-dau-tu-18-gio-ngay-28-12-2012.html
28/12/2012,18:00,Vùng 1,"Mazút No2B (3,0S)",Đồng/kg,17950,18450.0,-500,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-giam-gia-dau-tu-18-gio-ngay-28-12-2012.html
28/12/2012,18:00,Vùng 1,"Mazút No2B (3,5S)",Đồng/kg,17650,18150.0,-500,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-giam-gia-dau-tu-18-gio-ngay-28-12-2012.html
28/12/2012,18:00,Vùng 1,Mazút No3 (380),Đồng/kg,17550,18050.0,-500,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-giam-gia-dau-tu-18-gio-ngay-28-12-2012.html
28/12/2012,18:00,Vùng 1,Xăng RON 92,Đồng/lít,23150,23150.0,+0,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-giam-gia-dau-tu-18-gio-ngay-28-12-2012.html
28/12/2012,18:00,Vùng 1,Xăng RON 95,Đồng/lít,23650,23650.0,+0,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-giam-gia-dau-tu-18-gio-ngay-28-12-2012.html
28/12/2012,18:00,Vùng 1,"Điêzen 0,05S",Đồng/lít,21550,21850.0,-300,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-giam-gia-dau-tu-18-gio-ngay-28-12-2012.html
28/12/2012,18:00,Vùng 1,"Điêzen 0,25S",Đồng/lít,21500,21800.0,-300,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-giam-gia-dau-tu-18-gio-ngay-28-12-2012.html
28/12/2012,18:00,Vùng 2,Dầu hỏa,Đồng/lít,22030,22330.0,-300,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-giam-gia-dau-tu-18-gio-ngay-28-12-2012.html
28/12/2012,18:00,Vùng 2,"Mazút No2B (3,0S)",Đồng/kg,18300,18810.0,-510,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-giam-gia-dau-tu-18-gio-ngay-28-12-2012.html
28/12/2012,18:00,Vùng 2,"Mazút No2B (3,5S)",Đồng/kg,18000,18510.0,-510,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-giam-gia-dau-tu-18-gio-ngay-28-12-2012.html
28/12/2012,18:00,Vùng 2,Mazút No3 (380),Đồng/kg,17900,18410.0,-510,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-giam-gia-dau-tu-18-gio-ngay-28-12-2012.html
28/12/2012,18:00,Vùng 2,Xăng RON 92,Đồng/lít,23610,23610.0,+0,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-giam-gia-dau-tu-18-gio-ngay-28-12-2012.html
28/12/2012,18:00,Vùng 2,Xăng RON 95,Đồng/lít,24120,24120.0,+0,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-giam-gia-dau-tu-18-gio-ngay-28-12-2012.html
28/12/2012,18:00,Vùng 2,"Điêzen 0,05S",Đồng/lít,21980,22280.0,-300,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-giam-gia-dau-tu-18-gio-ngay-28-12-2012.html
28/12/2012,18:00,Vùng 2,"Điêzen 0,25S",Đồng/lít,21930,22230.0,-300,Petrolimex,https://www.petrolimex.com.vn/ndi/thong-cao-bao-chi/tap-doan-xang-dau-viet-nam-giam-gia-dau-tu-18-gio-ngay-28-12-2012.html
