ngay,mat_hang_clean,gia_moi
2022-01-11,Xăng sinh học E5 RON 92-II,23150.0
2022-01-11,Xăng RON 95-III,23870.0
2022-01-11,Dầu hỏa,17130.0
2022-01-11,"Dầu DO 0,05S",18230.0
2022-01-21,Xăng RON 95-III,24360.0
2022-01-21,"Dầu DO 0,05S",18900.0
2022-01-21,Xăng sinh học E5 RON 92-II,23590.0
2022-01-21,Dầu hỏa,17790.0
2022-02-11,"Dầu DO 0,05S",19860.0
2022-02-11,Xăng sinh học E5 RON 92-II,24570.0
2022-02-11,Dầu hỏa,18750.0
2022-02-11,Xăng RON 95-III,25320.0
2022-02-21,"Dầu DO 0,05S",20800.0
2022-02-21,Dầu hỏa,19500.0
2022-02-21,Xăng RON 95-III,26280.0
2022-02-21,Xăng sinh học E5 RON 92-II,25530.0
2022-03-01,Xăng RON 95-III,26830.0
2022-03-01,"Dầu DO 0,05S",21310.0
2022-03-01,Dầu hỏa,19970.0
2022-03-01,Xăng sinh học E5 RON 92-II,26070.0
2022-03-11,Dầu hỏa,23910.0
2022-03-11,Xăng sinh học E5 RON 92-II,28980.0
2022-03-11,"Dầu DO 0,05S",25260.0
2022-03-11,Xăng RON 95-III,29820.0
2022-03-21,Xăng RON 95-III,29190.0
2022-03-21,Dầu hỏa,22240.0
2022-03-21,Xăng sinh học E5 RON 92-II,28330.0
2022-03-21,"Dầu DO 0,05S",23630.0
2022-04-01,Xăng RON 95-III,28150.0
2022-04-01,Dầu hỏa,23760.0
2022-04-01,Xăng sinh học E5 RON 92-II,27300.0
2022-04-01,"Dầu DO 0,05S",25080.0
2022-04-12,Dầu hỏa,23020.0
2022-04-12,Xăng RON 95-III,27310.0
2022-04-12,Xăng sinh học E5 RON 92-II,26470.0
2022-04-12,"Dầu DO 0,05S",24380.0
2022-04-21,Xăng sinh học E5 RON 92-II,27130.0
2022-04-21,Xăng RON 95-III,27990.0
2022-04-21,"Dầu DO 0,05S",25350.0
2022-04-21,Dầu hỏa,23820.0
2022-05-04,Xăng sinh học E5 RON 92-II,27460.0
2022-05-04,"Dầu DO 0,05S",25530.0
2022-05-04,Xăng RON 95-III,28430.0
2022-05-04,Dầu hỏa,23820.0
2022-05-11,Xăng sinh học E5 RON 92-II,28950.0
2022-05-11,Dầu hỏa,25160.0
2022-05-11,"Dầu DO 0,05S",26650.0
2022-05-11,Xăng RON 95-III,29980.0
2022-05-23,Xăng sinh học E5 RON 92-II,29630.0
2022-05-23,Xăng RON 95-III,30650.0
2022-05-23,"Dầu DO 0,05S",25550.0
2022-05-23,Dầu hỏa,24400.0
2022-06-01,"Dầu DO 0,05S",26390.0
2022-06-01,Xăng sinh học E5 RON 92-II,30230.0
2022-06-01,Dầu hỏa,25340.0
2022-06-01,Xăng RON 95-III,31570.0
2022-06-13,"Dầu DO 0,05S",29020.0
2022-06-13,Xăng RON 95-III,32370.0
2022-06-13,Xăng sinh học E5 RON 92-II,31110.0
2022-06-13,Dầu hỏa,27830.0
2022-06-21,Dầu hỏa,28780.0
2022-06-21,Xăng sinh học E5 RON 92-II,31300.0
2022-06-21,"Dầu DO 0,05S",30010.0
2022-06-21,Xăng RON 95-III,32870.0
2022-07-01,Xăng RON 95-III,32760.0
2022-07-01,"Dầu DO 0,05S",29610.0
2022-07-01,Dầu hỏa,28350.0
2022-07-01,Xăng sinh học E5 RON 92-II,30890.0
2022-07-11,Xăng RON 95-III,29670.0
2022-07-11,Dầu hỏa,26340.0
2022-07-11,Xăng sinh học E5 RON 92-II,27780.0
2022-07-11,"Dầu DO 0,05S",26590.0
2022-07-21,"Dầu DO 0,05S",24850.0
2022-07-21,Dầu hỏa,25240.0
2022-07-21,Xăng RON 95-III,26070.0
2022-07-21,Xăng sinh học E5 RON 92-II,25070.0
2022-08-01,Xăng RON 95-III,25600.0
2022-08-01,"Dầu DO 0,05S",23900.0
2022-08-01,Dầu hỏa,24530.0
2022-08-01,Xăng sinh học E5 RON 92-II,24620.0
2022-08-11,Dầu hỏa,23320.0
2022-08-11,Xăng sinh học E5 RON 92-II,23720.0
2022-08-11,Xăng RON 95-III,24660.0
2022-08-11,"Dầu DO 0,05S",22900.0
2022-08-22,"Dầu DO 0,05S",23750.0
2022-08-22,Xăng sinh học E5 RON 92-II,23720.0
2022-08-22,Dầu hỏa,24050.0
2022-08-22,Xăng RON 95-III,24660.0
2022-09-05,Xăng RON 95-III,24230.0
2022-09-05,"Dầu DO 0,05S",25180.0
2022-09-05,Xăng sinh học E5 RON 92-II,23350.0
2022-09-05,Dầu hỏa,25440.0
2022-09-12,Xăng sinh học E5 RON 92-II,22230.0
2022-09-12,"Dầu DO 0,05S",24180.0
2022-09-12,Dầu hỏa,24410.0
2022-09-12,Xăng RON 95-III,23210.0
2022-09-21,Xăng sinh học E5 RON 92-II,21780.0
2022-09-21,Xăng RON 95-III,22580.0
2022-09-21,Dầu hỏa,22440.0
2022-09-21,"Dầu DO 0,05S",22530.0
2022-10-03,"Dầu DO 0,05S",22200.0
2022-10-03,Dầu hỏa,21680.0
2022-10-03,Xăng sinh học E5 RON 92-II,20730.0
2022-10-03,Xăng RON 95-III,21440.0
2022-10-11,Xăng RON 95-III,22000.0
2022-10-11,"Dầu DO 0,05S",24180.0
2022-10-11,Dầu hỏa,22820.0
2022-10-11,Xăng sinh học E5 RON 92-II,21290.0
2022-10-21,Dầu hỏa,23660.0
2022-10-21,"Dầu DO 0,05S",24780.0
2022-10-21,Xăng RON 95-III,22340.0
2022-10-21,Xăng sinh học E5 RON 92-II,21490.0
2022-11-01,Dầu hỏa,23780.0
2022-11-01,Xăng RON 95-III,22750.0
2022-11-01,Xăng sinh học E5 RON 92-II,21870.0
2022-11-01,"Dầu DO 0,05S",25070.0
2022-11-11,Xăng sinh học E5 RON 92-II,22710.0
2022-11-11,"Dầu DO 0,05S",24980.0
2022-11-11,Xăng RON 95-III,23860.0
2022-11-11,Dầu hỏa,24740.0
2022-11-21,"Dầu DO 0,05S",24800.0
2022-11-21,Xăng RON 95-III,23780.0
2022-11-21,Xăng sinh học E5 RON 92-II,22670.0
2022-11-21,Dầu hỏa,24640.0
2022-12-01,Xăng RON 95-III,22700.0
2022-12-01,"Dầu DO 0,05S",23210.0
2022-12-01,Xăng sinh học E5 RON 92-II,21670.0
2022-12-01,Dầu hỏa,23560.0
2022-12-12,Xăng RON 95-III,21200.0
2022-12-12,Xăng sinh học E5 RON 92-II,20340.0
2022-12-12,"Dầu DO 0,05S",21670.0
2022-12-12,Dầu hỏa,21900.0
2022-12-21,"Dầu DO 0,05S",21600.0
2022-12-21,Dầu hỏa,21830.0
2022-12-21,Xăng sinh học E5 RON 92-II,19970.0
2022-12-21,Xăng RON 95-III,20700.0
2023-01-01,Xăng sinh học E5 RON 92-II,21020.0
2023-01-01,Dầu hỏa,22160.0
2023-01-01,Xăng RON 95-III,21800.0
2023-01-01,"Dầu DO 0,05S",22150.0
2023-01-03,Xăng sinh học E5 RON 92-II,21350.0
2023-01-03,Dầu hỏa,22760.0
2023-01-03,"Dầu DO 0,05S",22150.0
2023-01-03,Xăng RON 95-III,22150.0
2023-01-11,Xăng sinh học E5 RON 92-II,21350.0
2023-01-11,Xăng RON 95-III,22150.0
2023-01-11,"Dầu DO 0,05S",21630.0
2023-01-11,Dầu hỏa,21800.0
2023-01-30,Xăng sinh học E5 RON 92-II,22320.0
2023-01-30,"Dầu DO 0,05S",22520.0
2023-01-30,Dầu hỏa,22570.0
2023-01-30,Xăng RON 95-III,23140.0
2023-02-13,"Dầu DO 0,05S",21560.0
2023-02-13,Xăng sinh học E5 RON 92-II,22860.0
2023-02-13,Xăng RON 95-III,23760.0
2023-02-13,Dầu hỏa,21590.0
2023-02-21,"Dầu DO 0,05S",20800.0
2023-02-21,Xăng RON 95-III,23440.0
2023-02-21,Xăng sinh học E5 RON 92-II,22540.0
2023-02-21,Dầu hỏa,20840.0
2023-03-01,"Dầu DO 0,05S",20250.0
2023-03-01,Xăng RON 95-III,23320.0
2023-03-01,Dầu hỏa,20470.0
2023-03-01,Xăng sinh học E5 RON 92-II,22420.0
2023-03-13,Dầu hỏa,20710.0
2023-03-13,"Dầu DO 0,05S",20500.0
2023-03-13,Xăng sinh học E5 RON 92-II,22800.0
2023-03-13,Xăng RON 95-III,23810.0
2023-03-21,Xăng RON 95-III,23030.0
2023-03-21,Xăng sinh học E5 RON 92-II,22020.0
2023-03-21,"Dầu DO 0,05S",19300.0
2023-03-21,Dầu hỏa,19460.0
2023-04-03,Xăng sinh học E5 RON 92-II,22080.0
2023-04-03,Xăng RON 95-III,23120.0
2023-04-03,Dầu hỏa,19030.0
2023-04-03,"Dầu DO 0,05S",19430.0
2023-04-11,"Dầu DO 0,05S",20140.0
2023-04-11,Xăng sinh học E5 RON 92-II,23170.0
2023-04-11,Xăng RON 95-III,24240.0
2023-04-11,Dầu hỏa,19730.0
2023-04-21,Xăng RON 95-III,23630.0
2023-04-21,Dầu hỏa,19480.0
2023-04-21,"Dầu DO 0,05S",19390.0
2023-04-21,Xăng sinh học E5 RON 92-II,22680.0
2023-05-04,Dầu hỏa,18520.0
2023-05-04,"Dầu DO 0,05S",18250.0
2023-05-04,Xăng RON 95-III,22320.0
2023-05-04,Xăng sinh học E5 RON 92-II,21430.0
2023-05-11,Dầu hỏa,17970.0
2023-05-11,Xăng RON 95-III,21000.0
2023-05-11,Xăng sinh học E5 RON 92-II,20130.0
2023-05-11,"Dầu DO 0,05S",17650.0
2023-05-22,Xăng RON 95-III,21490.0
2023-05-22,Xăng sinh học E5 RON 92-II,20480.0
2023-05-22,"Dầu DO 0,05S",17950.0
2023-05-22,Dầu hỏa,17960.0
2023-06-01,Dầu hỏa,17770.0
2023-06-01,Xăng RON 95-III,22010.0
2023-06-01,"Dầu DO 0,05S",17940.0
2023-06-01,Xăng sinh học E5 RON 92-II,20870.0
2023-06-12,Xăng sinh học E5 RON 92-II,20870.0
2023-06-12,Dầu hỏa,17820.0
2023-06-12,"Dầu DO 0,05S",18020.0
2023-06-12,Xăng RON 95-III,22010.0
2023-06-21,"Dầu DO 0,05S",18170.0
2023-06-21,Dầu hỏa,17950.0
2023-06-21,Xăng RON 95-III,22010.0
2023-06-21,Xăng sinh học E5 RON 92-II,20870.0
2023-07-03,Xăng RON 95-III,21420.0
2023-07-03,Dầu hỏa,17920.0
2023-07-03,"Dầu DO 0,05S",18160.0
2023-07-03,Xăng sinh học E5 RON 92-II,20470.0
2023-07-11,Dầu hỏa,18320.0
2023-07-11,Xăng RON 95-III,21490.0
2023-07-11,Xăng sinh học E5 RON 92-II,20410.0
2023-07-11,"Dầu DO 0,05S",18610.0
2023-07-21,"Dầu DO 0,05S",19500.0
2023-07-21,Dầu hỏa,19180.0
2023-07-21,Xăng RON 95-III,22790.0
2023-07-21,Xăng sinh học E5 RON 92-II,21630.0
2023-08-01,Xăng sinh học E5 RON 92-II,22790.0
2023-08-01,"Dầu DO 0,05S",20610.0
2023-08-01,Xăng RON 95-III,23960.0
2023-08-01,Dầu hỏa,20270.0
2023-08-11,"Dầu DO 0,05S",22420.0
2023-08-11,Xăng sinh học E5 RON 92-II,22820.0
2023-08-11,Xăng RON 95-III,23990.0
2023-08-11,Dầu hỏa,21880.0
2023-08-21,Dầu hỏa,22300.0
2023-08-21,Xăng sinh học E5 RON 92-II,23330.0
2023-08-21,"Dầu DO 0,05S",22350.0
2023-08-21,Xăng RON 95-III,24600.0
2023-09-05,Dầu hỏa,22810.0
2023-09-05,"Dầu DO 0,05S",22640.0
2023-09-05,Xăng sinh học E5 RON 92-II,23470.0
2023-09-05,Xăng RON 95-III,24870.0
2023-09-11,"Dầu DO 0,05S",23050.0
2023-09-11,Xăng RON 95-III,24870.0
2023-09-11,Xăng sinh học E5 RON 92-II,23470.0
2023-09-11,Dầu hỏa,23180.0
2023-09-21,"Dầu DO 0,05S",23590.0
2023-09-21,Xăng RON 95-III,25740.0
2023-09-21,Xăng sinh học E5 RON 92-II,24190.0
2023-09-21,Dầu hỏa,23810.0
2023-10-02,Dầu hỏa,23810.0
2023-10-02,"Dầu DO 0,05S",23590.0
2023-10-02,Xăng sinh học E5 RON 92-II,23500.0
2023-10-02,Xăng RON 95-III,24840.0
2023-10-11,Xăng RON 95-III,23040.0
2023-10-11,"Dầu DO 0,05S",22410.0
2023-10-11,Xăng sinh học E5 RON 92-II,21900.0
2023-10-11,Dầu hỏa,22460.0
2023-11-01,"Dầu DO 0,05S",21940.0
2023-11-01,Xăng sinh học E5 RON 92-II,22610.0
2023-11-01,Xăng RON 95-III,23920.0
2023-11-01,Dầu hỏa,22300.0
2023-11-13,Xăng RON 95-III,23530.0
2023-11-13,Xăng sinh học E5 RON 92-II,22270.0
2023-11-13,"Dầu DO 0,05S",20880.0
2023-11-13,Dầu hỏa,21510.0
2023-11-23,Dầu hỏa,20940.0
2023-11-23,Xăng RON 95-III,23020.0
2023-11-23,"Dầu DO 0,05S",20280.0
2023-11-23,Xăng sinh học E5 RON 92-II,21690.0
2023-11-30,Xăng sinh học E5 RON 92-II,21790.0
2023-11-30,Xăng RON 95-III,22990.0
2023-11-30,Dầu hỏa,21110.0
2023-11-30,"Dầu DO 0,05S",20190.0
2023-12-07,Xăng sinh học E5 RON 92-II,21290.0
2023-12-07,"Dầu DO 0,05S",19720.0
2023-12-07,Xăng RON 95-III,22320.0
2023-12-07,Dầu hỏa,20920.0
2023-12-14,Xăng RON 95-III,21400.0
2023-12-14,"Dầu DO 0,05S",19010.0
2023-12-14,Dầu hỏa,19960.0
2023-12-14,Xăng sinh học E5 RON 92-II,20510.0
2023-12-21,Dầu hỏa,20490.0
2023-12-21,Xăng sinh học E5 RON 92-II,21190.0
2023-12-21,Xăng RON 95-III,22140.0
2023-12-21,"Dầu DO 0,05S",19520.0
2023-12-28,Xăng sinh học E5 RON 92-II,21180.0
2023-12-28,Dầu hỏa,20450.0
2023-12-28,"Dầu DO 0,05S",19780.0
2023-12-28,Xăng RON 95-III,22140.0
2024-01-04,Xăng RON 95-III,21910.0
2024-01-04,Xăng sinh học E5 RON 92-II,21000.0
2024-01-04,"Dầu DO 0,05S",19360.0
2024-01-04,Dầu hỏa,19950.0
2024-01-11,Xăng RON 95-III,21930.0
2024-01-11,Xăng sinh học E5 RON 92-II,21040.0
2024-01-11,Dầu hỏa,20330.0
2024-01-11,"Dầu DO 0,05S",19700.0
2024-01-18,Xăng sinh học E5 RON 92-II,21410.0
2024-01-18,Dầu hỏa,20530.0
2024-01-18,Xăng RON 95-III,22480.0
2024-01-18,"Dầu DO 0,05S",20190.0
2024-01-25,Xăng RON 95-III,23400.0
2024-01-25,Xăng sinh học E5 RON 92-II,22170.0
2024-01-25,Dầu hỏa,20540.0
2024-01-25,"Dầu DO 0,05S",20370.0
2024-02-01,Xăng sinh học E5 RON 92-II,22910.0
2024-02-01,Dầu hỏa,20920.0
2024-02-01,Xăng RON 95-III,24160.0
2024-02-01,"Dầu DO 0,05S",20990.0
2024-02-08,"Dầu DO 0,05S",20700.0
2024-02-08,Xăng RON 95-III,23260.0
2024-02-08,Dầu hỏa,20580.0
2024-02-08,Xăng sinh học E5 RON 92-II,22120.0
2024-02-15,"Dầu DO 0,05S",21360.0
2024-02-15,Xăng sinh học E5 RON 92-II,22830.0
2024-02-15,Xăng RON 95-III,23910.0
2024-02-15,Dầu hỏa,21220.0
2024-02-22,Xăng sinh học E5 RON 92-II,23590.0
2024-02-22,Dầu hỏa,20920.0
2024-02-22,Xăng RON 95-III,23590.0
2024-02-22,"Dầu DO 0,05S",20910.0
2024-02-29,Dầu hỏa,20780.0
2024-02-29,Xăng RON 95-III,23920.0
2024-02-29,Xăng sinh học E5 RON 92-II,22750.0
2024-02-29,"Dầu DO 0,05S",20770.0
2024-03-07,"Dầu DO 0,05S",20470.0
2024-03-07,Dầu hỏa,20600.0
2024-03-07,Xăng RON 95-III,23550.0
2024-03-07,Xăng sinh học E5 RON 92-II,22510.0
2024-03-14,"Dầu DO 0,05S",20540.0
2024-03-14,Xăng RON 95-III,23540.0
2024-03-14,Xăng sinh học E5 RON 92-II,22490.0
2024-03-14,Dầu hỏa,20700.0
2024-03-21,Xăng sinh học E5 RON 92-II,23210.0
2024-03-21,Xăng RON 95-III,24280.0
2024-03-21,Dầu hỏa,21260.0
2024-03-21,"Dầu DO 0,05S",21010.0
2024-03-28,Dầu hỏa,20870.0
2024-03-28,"Dầu DO 0,05S",20690.0
2024-03-28,Xăng sinh học E5 RON 92-II,23620.0
2024-03-28,Xăng RON 95-III,24810.0
2024-04-04,"Dầu DO 0,05S",20980.0
2024-04-04,Xăng RON 95-III,24800.0
2024-04-04,Dầu hỏa,21010.0
2024-04-04,Xăng sinh học E5 RON 92-II,23910.0
2024-04-11,Dầu hỏa,21590.0
2024-04-11,Xăng RON 95-III,24820.0
2024-04-11,Xăng sinh học E5 RON 92-II,23840.0
2024-04-11,"Dầu DO 0,05S",21610.0
2024-04-17,Dầu hỏa,21410.0
2024-04-17,Xăng sinh học E5 RON 92-II,24220.0
2024-04-17,Xăng RON 95-III,25230.0
2024-04-17,"Dầu DO 0,05S",21440.0
2024-04-25,Dầu hỏa,20680.0
2024-04-25,"Dầu DO 0,05S",20710.0
2024-04-25,Xăng RON 95-III,24910.0
2024-04-25,Xăng sinh học E5 RON 92-II,23910.0
2024-05-02,Xăng sinh học E5 RON 92-II,23910.0
2024-05-02,Xăng RON 95-III,24950.0
2024-05-02,Dầu hỏa,20540.0
2024-05-02,"Dầu DO 0,05S",20600.0
2024-05-09,Xăng RON 95-III,23540.0
2024-05-09,Dầu hỏa,19700.0
2024-05-09,"Dầu DO 0,05S",19840.0
2024-05-09,Xăng sinh học E5 RON 92-II,22620.0
2024-05-16,Xăng RON 95-III,23130.0
2024-05-16,Dầu hỏa,19900.0
2024-05-16,"Dầu DO 0,05S",19870.0
2024-05-16,Xăng sinh học E5 RON 92-II,22110.0
2024-05-23,Dầu hỏa,19900.0
2024-05-23,"Dầu DO 0,05S",19830.0
2024-05-23,Xăng RON 95-III,23210.0
2024-05-23,Xăng sinh học E5 RON 92-II,22270.0
2024-05-30,Dầu hỏa,19930.0
2024-05-30,Xăng RON 95-III,22510.0
2024-05-30,Xăng sinh học E5 RON 92-II,21750.0
2024-05-30,"Dầu DO 0,05S",19740.0
2024-06-06,Dầu hỏa,19550.0
2024-06-06,Xăng sinh học E5 RON 92-II,21140.0
2024-06-06,Xăng RON 95-III,21970.0
2024-06-06,"Dầu DO 0,05S",19420.0
2024-06-13,Xăng sinh học E5 RON 92-II,21310.0
2024-06-13,Xăng RON 95-III,22230.0
2024-06-13,"Dầu DO 0,05S",19640.0
2024-06-13,Dầu hỏa,19850.0
2024-06-20,Dầu hỏa,20350.0
2024-06-20,Xăng RON 95-III,22460.0
2024-06-20,Xăng sinh học E5 RON 92-II,21500.0
2024-06-20,"Dầu DO 0,05S",20360.0
2024-06-27,Xăng RON 95-III,23010.0
2024-06-27,Xăng sinh học E5 RON 92-II,22010.0
2024-06-27,Dầu hỏa,20610.0
2024-06-27,"Dầu DO 0,05S",20680.0
2024-07-04,"Dầu DO 0,05S",21170.0
2024-07-04,Xăng RON 95-III,23550.0
2024-07-04,Xăng sinh học E5 RON 92-II,22460.0
2024-07-04,Dầu hỏa,21210.0
2024-07-11,Xăng sinh học E5 RON 92-II,22280.0
2024-07-11,"Dầu DO 0,05S",20830.0
2024-07-11,Xăng RON 95-III,23290.0
2024-07-11,Dầu hỏa,21030.0
2024-07-18,Dầu hỏa,20660.0
2024-07-18,"Dầu DO 0,05S",20500.0
2024-07-18,Xăng RON 95-III,23170.0
2024-07-18,Xăng sinh học E5 RON 92-II,22170.0
2024-07-25,Xăng sinh học E5 RON 92-II,21900.0
2024-07-25,Dầu hỏa,20320.0
2024-07-25,"Dầu DO 0,05S",20190.0
2024-07-25,Xăng RON 95-III,22880.0
2024-08-01,Xăng RON 95-III,22600.0
2024-08-01,Dầu hỏa,20090.0
2024-08-01,"Dầu DO 0,05S",19870.0
2024-08-01,Xăng sinh học E5 RON 92-II,21610.0
2024-08-08,Xăng sinh học E5 RON 92-II,20710.0
2024-08-08,Xăng RON 95-III,21670.0
2024-08-08,Dầu hỏa,19140.0
2024-08-08,"Dầu DO 0,05S",19140.0
2024-08-15,"Dầu DO 0,05S",19230.0
2024-08-15,Dầu hỏa,19570.0
2024-08-15,Xăng RON 95-III,21850.0
2024-08-15,Xăng sinh học E5 RON 92-II,20880.0
2024-08-22,Xăng RON 95-III,21310.0
2024-08-22,Xăng sinh học E5 RON 92-II,20420.0
2024-08-22,Dầu hỏa,19140.0
2024-08-22,"Dầu DO 0,05S",18770.0
2024-08-29,Xăng RON 95-III,21100.0
2024-08-29,Dầu hỏa,19060.0
2024-08-29,"Dầu DO 0,05S",18470.0
2024-08-29,Xăng sinh học E5 RON 92-II,20330.0
2024-09-05,Dầu hỏa,18720.0
2024-09-05,Xăng sinh học E5 RON 92-II,19970.0
2024-09-05,Xăng RON 95-III,20820.0
2024-09-05,"Dầu DO 0,05S",18090.0
2024-09-12,Xăng sinh học E5 RON 92-II,18890.0
2024-09-12,Xăng RON 95-III,19630.0
2024-09-12,"Dầu DO 0,05S",17160.0
2024-09-12,Dầu hỏa,17790.0
2024-09-19,"Dầu DO 0,05S",17040.0
2024-09-19,Xăng sinh học E5 RON 92-II,18940.0
2024-09-19,Xăng RON 95-III,19760.0
2024-09-19,Dầu hỏa,17550.0
2024-09-26,"Dầu DO 0,05S",17500.0
2024-09-26,"Dầu DO 0,001S-V",17850.0
2024-09-26,Dầu hỏa,17870.0
2024-09-26,Xăng sinh học E5 RON 92-II,19620.0
2024-09-26,Xăng RON 95-III,20510.0
2024-10-03,"Dầu DO 0,001S-V",17510.0
2024-10-03,Xăng sinh học E5 RON 92-II,18850.0
2024-10-03,"Dầu DO 0,05S",17400.0
2024-10-03,Xăng RON 95-III,19800.0
2024-10-03,Dầu hỏa,17510.0
2024-10-10,"Dầu DO 0,001S-V",18600.0
2024-10-10,"Dầu DO 0,05S",18500.0
2024-10-10,Xăng RON 95-III,21060.0
2024-10-10,Dầu hỏa,18790.0
2024-10-10,Xăng sinh học E5 RON 92-II,19840.0
2024-10-17,Dầu hỏa,18620.0
2024-10-17,Xăng RON 95-III,20960.0
2024-10-17,"Dầu DO 0,001S-V",18570.0
2024-10-17,Xăng sinh học E5 RON 92-II,19730.0
2024-10-17,"Dầu DO 0,05S",18320.0
2024-10-24,Dầu hỏa,18570.0
2024-10-24,"Dầu DO 0,05S",18050.0
2024-10-24,Xăng RON 95-III,20890.0
2024-10-24,"Dầu DO 0,001S-V",18310.0
2024-10-24,Xăng sinh học E5 RON 92-II,19690.0
2024-10-31,Xăng sinh học E5 RON 92-II,19400.0
2024-10-31,"Dầu DO 0,05S",18140.0
2024-10-31,Dầu hỏa,18830.0
2024-10-31,Xăng RON 95-III,20500.0
2024-10-31,"Dầu DO 0,001S-V",18360.0
2024-11-07,"Dầu DO 0,05S",18910.0
2024-11-07,Xăng RON 95-III,20850.0
2024-11-07,Dầu hỏa,19290.0
2024-11-07,Xăng sinh học E5 RON 92-II,19740.0
2024-11-07,"Dầu DO 0,001S-V",19120.0
2024-11-14,Dầu hỏa,18980.0
2024-11-14,"Dầu DO 0,001S-V",18660.0
2024-11-14,"Dầu DO 0,05S",18570.0
2024-11-14,Xăng RON 95-III,20600.0
2024-11-14,Xăng sinh học E5 RON 92-II,19450.0
2024-11-21,Xăng sinh học E5 RON 92-II,19340.0
2024-11-21,Dầu hỏa,18920.0
2024-11-21,"Dầu DO 0,05S",18500.0
2024-11-21,Xăng RON 95-III,20520.0
2024-11-21,"Dầu DO 0,001S-V",18610.0
2024-11-28,Dầu hỏa,19140.0
2024-11-28,Xăng sinh học E5 RON 92-II,19840.0
2024-11-28,Xăng RON 95-III,20850.0
2024-11-28,"Dầu DO 0,001S-V",18930.0
2024-11-28,"Dầu DO 0,05S",18770.0
2024-12-05,Dầu hỏa,18810.0
2024-12-05,Xăng RON 95-III,20560.0
2024-12-05,"Dầu DO 0,05S",18380.0
2024-12-05,Xăng sinh học E5 RON 92-II,19860.0
2024-12-05,"Dầu DO 0,001S-V",18570.0
2024-12-12,Xăng RON 95-III,20590.0
2024-12-12,Dầu hỏa,18560.0
2024-12-12,"Dầu DO 0,05S",18250.0
2024-12-12,Xăng sinh học E5 RON 92-II,19860.0
2024-12-12,"Dầu DO 0,001S-V",18440.0
2024-12-19,"Dầu DO 0,001S-V",18980.0
2024-12-19,Xăng sinh học E5 RON 92-II,20240.0
2024-12-19,Dầu hỏa,18960.0
2024-12-19,Xăng RON 95-III,21000.0
2024-12-19,"Dầu DO 0,05S",18730.0
2024-12-26,"Dầu DO 0,05S",18630.0
2024-12-26,Xăng sinh học E5 RON 92-II,19810.0
2024-12-26,Dầu hỏa,18700.0
2024-12-26,Xăng RON 95-III,20540.0
2024-12-26,"Dầu DO 0,001S-V",18840.0
